Vardas              Pavarde             ND1	   ND2	   ND3	   ND4	   ND5	   ND6	   ND7	   ND8	   ND9	   ND10	  Egz.
Vardas8505          Pavarde8505         1    	3    	7    	4    	8    	4    	9    	9    	7    	1    	4    	
Vardas8506          Pavarde8506         3    	7    	3    	8    	3    	1    	1    	10   	1    	4    	3    	
Vardas8507          Pavarde8507         3    	3    	8    	8    	9    	7    	10   	9    	4    	9    	5    	
Vardas8508          Pavarde8508         4    	6    	7    	2    	5    	7    	8    	8    	1    	5    	7    	
Vardas8509          Pavarde8509         3    	8    	4    	2    	5    	7    	7    	2    	6    	4    	3    	
Vardas8510          Pavarde8510         1    	6    	4    	1    	7    	10   	9    	9    	2    	1    	6    	
Vardas8511          Pavarde8511         3    	7    	5    	5    	6    	7    	7    	7    	10   	7    	7    	
Vardas8512          Pavarde8512         6    	5    	3    	8    	2    	4    	2    	7    	4    	8    	3    	
Vardas8513          Pavarde8513         9    	1    	6    	3    	6    	3    	5    	9    	9    	3    	2    	
Vardas8514          Pavarde8514         8    	10   	4    	1    	8    	2    	7    	8    	10   	5    	6    	
Vardas8515          Pavarde8515         1    	10   	1    	10   	4    	1    	9    	4    	5    	10   	3    	
Vardas8516          Pavarde8516         8    	10   	9    	2    	1    	7    	2    	9    	7    	9    	4    	
Vardas8517          Pavarde8517         7    	10   	7    	7    	3    	6    	4    	6    	10   	3    	8    	
Vardas8518          Pavarde8518         10   	9    	1    	2    	3    	7    	7    	6    	4    	2    	4    	
Vardas8519          Pavarde8519         7    	8    	5    	10   	5    	2    	8    	5    	9    	5    	6    	
Vardas8520          Pavarde8520         1    	9    	3    	6    	2    	1    	2    	8    	6    	4    	2    	
Vardas8521          Pavarde8521         10   	9    	10   	4    	2    	9    	9    	5    	6    	9    	1    	
Vardas8522          Pavarde8522         10   	9    	5    	8    	1    	2    	8    	7    	5    	8    	9    	
Vardas8523          Pavarde8523         7    	10   	7    	9    	6    	3    	7    	3    	6    	2    	3    	
Vardas8524          Pavarde8524         3    	10   	5    	8    	8    	1    	5    	4    	3    	8    	7    	
Vardas8525          Pavarde8525         10   	1    	6    	3    	4    	3    	4    	2    	2    	7    	4    	
Vardas8526          Pavarde8526         9    	6    	6    	4    	9    	8    	4    	3    	8    	3    	5    	
Vardas8527          Pavarde8527         6    	6    	1    	2    	4    	7    	4    	4    	1    	5    	2    	
Vardas8528          Pavarde8528         6    	6    	5    	3    	7    	4    	5    	7    	3    	8    	9    	
Vardas8529          Pavarde8529         6    	7    	7    	6    	3    	8    	8    	5    	10   	9    	3    	
Vardas8530          Pavarde8530         8    	5    	2    	9    	4    	1    	5    	3    	8    	7    	9    	
Vardas8531          Pavarde8531         3    	4    	7    	1    	2    	8    	8    	10   	2    	2    	4    	
Vardas8532          Pavarde8532         1    	3    	5    	2    	9    	10   	9    	6    	8    	6    	9    	
Vardas8533          Pavarde8533         2    	6    	2    	3    	3    	7    	10   	1    	9    	9    	8    	
Vardas8534          Pavarde8534         5    	5    	8    	6    	6    	6    	9    	6    	7    	6    	5    	
Vardas8535          Pavarde8535         1    	9    	9    	9    	4    	7    	2    	9    	3    	6    	4    	
Vardas8536          Pavarde8536         5    	2    	3    	1    	7    	8    	5    	10   	9    	10   	6    	
Vardas8537          Pavarde8537         10   	9    	9    	7    	8    	1    	10   	1    	6    	3    	2    	
Vardas8538          Pavarde8538         2    	10   	10   	2    	8    	3    	10   	8    	3    	3    	5    	
Vardas8539          Pavarde8539         6    	2    	5    	3    	3    	8    	3    	2    	1    	1    	10   	
Vardas8540          Pavarde8540         1    	5    	1    	1    	7    	5    	1    	6    	5    	7    	9    	
Vardas8541          Pavarde8541         6    	6    	7    	6    	7    	3    	9    	4    	2    	6    	4    	
Vardas8542          Pavarde8542         3    	9    	1    	6    	8    	9    	10   	10   	4    	8    	4    	
Vardas8543          Pavarde8543         9    	8    	8    	5    	2    	10   	8    	1    	9    	10   	10   	
Vardas8544          Pavarde8544         6    	1    	5    	4    	3    	1    	3    	9    	10   	5    	7    	
Vardas8545          Pavarde8545         4    	7    	6    	5    	5    	1    	3    	8    	7    	9    	3    	
Vardas8546          Pavarde8546         10   	8    	9    	5    	8    	7    	8    	3    	9    	1    	5    	
Vardas8547          Pavarde8547         2    	7    	3    	3    	1    	1    	9    	5    	5    	6    	7    	
Vardas8548          Pavarde8548         8    	4    	6    	6    	10   	8    	7    	6    	3    	1    	3    	
Vardas8549          Pavarde8549         1    	1    	3    	2    	9    	7    	5    	6    	9    	2    	8    	
Vardas8550          Pavarde8550         5    	3    	3    	10   	2    	6    	10   	10   	9    	9    	6    	
Vardas8551          Pavarde8551         10   	3    	7    	9    	9    	3    	7    	8    	3    	1    	2    	
Vardas8552          Pavarde8552         3    	5    	5    	3    	10   	10   	4    	5    	8    	6    	4    	
Vardas8553          Pavarde8553         2    	2    	10   	5    	3    	9    	2    	8    	6    	9    	1    	
Vardas8554          Pavarde8554         3    	6    	3    	8    	10   	7    	9    	3    	4    	2    	4    	
Vardas8555          Pavarde8555         2    	1    	6    	10   	9    	4    	7    	6    	5    	7    	2    	
Vardas8556          Pavarde8556         3    	3    	8    	10   	7    	9    	5    	2    	2    	9    	10   	
Vardas8557          Pavarde8557         6    	1    	2    	2    	8    	7    	1    	2    	3    	8    	7    	
Vardas8558          Pavarde8558         7    	9    	8    	3    	3    	8    	8    	5    	7    	4    	8    	
Vardas8559          Pavarde8559         4    	8    	1    	2    	3    	5    	4    	7    	10   	8    	8    	
Vardas8560          Pavarde8560         9    	3    	3    	1    	7    	4    	8    	8    	1    	8    	6    	
Vardas8561          Pavarde8561         6    	1    	3    	9    	9    	5    	2    	8    	2    	7    	1    	
Vardas8562          Pavarde8562         5    	8    	1    	8    	1    	6    	7    	8    	6    	4    	6    	
Vardas8563          Pavarde8563         9    	9    	6    	8    	6    	2    	9    	9    	4    	8    	6    	
Vardas8564          Pavarde8564         3    	10   	5    	3    	8    	7    	3    	1    	4    	9    	7    	
Vardas8565          Pavarde8565         2    	8    	3    	3    	10   	1    	7    	3    	5    	5    	3    	
Vardas8566          Pavarde8566         10   	8    	8    	2    	10   	6    	4    	6    	10   	7    	7    	
Vardas8567          Pavarde8567         9    	4    	2    	10   	8    	2    	2    	2    	9    	5    	8    	
Vardas8568          Pavarde8568         8    	2    	6    	10   	7    	2    	2    	8    	4    	1    	1    	
Vardas8569          Pavarde8569         3    	2    	1    	9    	5    	3    	9    	5    	10   	4    	4    	
Vardas8570          Pavarde8570         9    	4    	5    	10   	3    	10   	4    	1    	9    	8    	6    	
Vardas8571          Pavarde8571         8    	8    	8    	7    	9    	5    	10   	5    	8    	5    	5    	
Vardas8572          Pavarde8572         7    	9    	9    	2    	8    	4    	8    	1    	2    	10   	6    	
Vardas8573          Pavarde8573         2    	10   	7    	5    	4    	6    	3    	5    	4    	9    	8    	
Vardas8574          Pavarde8574         1    	9    	1    	7    	2    	4    	9    	10   	1    	7    	2    	
Vardas8575          Pavarde8575         7    	4    	10   	10   	6    	8    	1    	7    	10   	9    	4    	
Vardas8576          Pavarde8576         2    	2    	7    	2    	6    	3    	7    	2    	4    	4    	9    	
Vardas8577          Pavarde8577         4    	4    	3    	8    	8    	6    	5    	6    	1    	5    	1    	
Vardas8578          Pavarde8578         4    	6    	10   	8    	2    	7    	6    	6    	7    	8    	4    	
Vardas8579          Pavarde8579         5    	10   	7    	4    	3    	7    	5    	6    	5    	8    	8    	
Vardas8580          Pavarde8580         1    	1    	7    	7    	6    	1    	1    	6    	3    	5    	5    	
Vardas8581          Pavarde8581         1    	10   	7    	1    	6    	10   	9    	4    	3    	5    	7    	
Vardas8582          Pavarde8582         1    	3    	6    	9    	8    	4    	3    	4    	3    	9    	7    	
Vardas8583          Pavarde8583         10   	2    	3    	7    	2    	6    	3    	5    	4    	1    	4    	
Vardas8584          Pavarde8584         9    	6    	7    	2    	1    	5    	10   	5    	1    	8    	10   	
Vardas8585          Pavarde8585         7    	4    	5    	4    	5    	8    	4    	4    	1    	2    	10   	
Vardas8586          Pavarde8586         2    	3    	3    	8    	6    	1    	5    	8    	7    	2    	7    	
Vardas8587          Pavarde8587         7    	2    	6    	8    	1    	5    	10   	5    	5    	8    	2    	
Vardas8588          Pavarde8588         2    	3    	10   	9    	5    	2    	3    	4    	7    	8    	7    	
Vardas8589          Pavarde8589         2    	4    	2    	8    	10   	2    	2    	5    	3    	8    	3    	
Vardas8590          Pavarde8590         3    	4    	3    	10   	10   	3    	2    	5    	4    	3    	2    	
Vardas8591          Pavarde8591         6    	2    	2    	9    	1    	8    	2    	8    	3    	5    	6    	
Vardas8592          Pavarde8592         8    	6    	7    	3    	7    	7    	4    	8    	2    	4    	7    	
Vardas8593          Pavarde8593         9    	1    	5    	10   	8    	5    	4    	4    	8    	5    	4    	
Vardas8594          Pavarde8594         10   	2    	9    	7    	6    	10   	6    	8    	5    	8    	10   	
Vardas8595          Pavarde8595         9    	10   	7    	3    	9    	2    	7    	5    	10   	2    	10   	
Vardas8596          Pavarde8596         3    	5    	6    	6    	2    	1    	2    	2    	2    	9    	8    	
Vardas8597          Pavarde8597         2    	1    	6    	1    	2    	5    	4    	1    	5    	7    	8    	
Vardas8598          Pavarde8598         8    	4    	1    	1    	6    	4    	9    	5    	8    	2    	6    	
Vardas8599          Pavarde8599         3    	9    	4    	9    	9    	5    	2    	9    	6    	2    	1    	
Vardas8600          Pavarde8600         7    	5    	5    	1    	3    	1    	3    	1    	1    	3    	3    	
Vardas8601          Pavarde8601         5    	9    	10   	8    	4    	7    	8    	6    	5    	7    	6    	
Vardas8602          Pavarde8602         5    	7    	10   	9    	4    	5    	1    	5    	8    	4    	10   	
Vardas8603          Pavarde8603         4    	7    	10   	3    	8    	1    	5    	9    	5    	1    	3    	
Vardas8604          Pavarde8604         5    	2    	10   	7    	2    	2    	2    	1    	3    	6    	4    	
Vardas8605          Pavarde8605         2    	3    	9    	10   	8    	1    	2    	1    	10   	7    	5    	
Vardas8606          Pavarde8606         6    	7    	1    	9    	5    	8    	1    	1    	9    	6    	4    	
Vardas8607          Pavarde8607         8    	8    	2    	1    	2    	8    	8    	8    	7    	5    	3    	
Vardas8608          Pavarde8608         7    	8    	5    	5    	5    	1    	4    	4    	2    	8    	7    	
Vardas8609          Pavarde8609         1    	3    	3    	5    	9    	8    	3    	10   	6    	2    	6    	
Vardas8610          Pavarde8610         7    	2    	9    	10   	9    	5    	3    	3    	3    	8    	7    	
Vardas8611          Pavarde8611         3    	9    	1    	7    	4    	3    	4    	10   	6    	8    	5    	
Vardas8612          Pavarde8612         3    	2    	10   	8    	1    	6    	1    	4    	6    	8    	1    	
Vardas8613          Pavarde8613         8    	10   	7    	6    	3    	6    	8    	2    	5    	5    	6    	
Vardas8614          Pavarde8614         6    	2    	9    	8    	10   	1    	9    	7    	4    	10   	6    	
Vardas8615          Pavarde8615         3    	5    	7    	7    	1    	1    	5    	3    	1    	8    	5    	
Vardas8616          Pavarde8616         7    	3    	6    	5    	4    	1    	4    	6    	6    	2    	5    	
Vardas8617          Pavarde8617         8    	6    	2    	9    	3    	6    	10   	3    	10   	10   	6    	
Vardas8618          Pavarde8618         6    	3    	6    	1    	6    	8    	1    	10   	9    	10   	8    	
Vardas8619          Pavarde8619         4    	7    	1    	9    	8    	9    	7    	3    	6    	7    	7    	
Vardas8620          Pavarde8620         10   	7    	3    	4    	5    	4    	2    	7    	1    	3    	2    	
Vardas8621          Pavarde8621         9    	10   	5    	8    	6    	7    	8    	1    	8    	5    	1    	
Vardas8622          Pavarde8622         2    	8    	10   	9    	2    	5    	7    	3    	7    	9    	5    	
Vardas8623          Pavarde8623         1    	1    	2    	4    	2    	9    	5    	7    	9    	8    	8    	
Vardas8624          Pavarde8624         10   	4    	6    	8    	8    	3    	10   	5    	5    	9    	7    	
Vardas8625          Pavarde8625         4    	10   	2    	5    	1    	3    	10   	9    	9    	7    	7    	
Vardas8626          Pavarde8626         2    	1    	10   	3    	2    	1    	8    	7    	9    	5    	8    	
Vardas8627          Pavarde8627         9    	5    	9    	10   	4    	8    	8    	7    	7    	7    	5    	
Vardas8628          Pavarde8628         1    	7    	8    	6    	3    	3    	10   	7    	4    	10   	5    	
Vardas8629          Pavarde8629         6    	2    	10   	4    	7    	1    	10   	6    	10   	4    	2    	
Vardas8630          Pavarde8630         9    	5    	9    	8    	3    	8    	4    	2    	2    	9    	5    	
Vardas8631          Pavarde8631         9    	10   	9    	7    	1    	10   	10   	8    	9    	1    	4    	
Vardas8632          Pavarde8632         2    	2    	5    	7    	9    	10   	8    	1    	10   	6    	10   	
Vardas8633          Pavarde8633         1    	1    	2    	2    	2    	3    	9    	9    	9    	8    	8    	
Vardas8634          Pavarde8634         10   	9    	2    	9    	10   	6    	8    	8    	8    	10   	2    	
Vardas8635          Pavarde8635         5    	3    	5    	1    	6    	7    	2    	7    	8    	8    	6    	
Vardas8636          Pavarde8636         5    	5    	2    	1    	2    	10   	4    	7    	8    	10   	6    	
Vardas8637          Pavarde8637         6    	4    	3    	7    	8    	10   	10   	9    	7    	8    	3    	
